Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
22/10/2020,98821.3,98913.9,98913.9,97339.4,2.42M,0.28%
21/10/2020,98543.4,98636,99006.5,98173,805.55K,0.19%
20/10/2020,98358.2,99377,99654.8,98173,2.15M,-1.39%
19/10/2020,99747.4,99469.6,100303.1,99469.6,1.62M,0.28%
16/10/2020,99469.6,99562.2,100025.3,99006.5,1.64M,-0.09%
15/10/2020,99562.2,99840.1,99932.7,99099.1,1.85M,0.09%
14/10/2020,99469.6,99191.7,99747.4,98913.9,1.30M,0.28%
13/10/2020,99191.7,99099.1,100025.3,99006.5,858.55K,0.09%
12/10/2020,99099.1,98913.9,99840.1,98728.7,1.21M,0.28%
09/10/2020,98821.3,99099.1,99191.7,98728.7,980.97K,-0.19%
08/10/2020,99006.5,99932.7,99932.7,98913.9,1.33M,-1.02%
07/10/2020,100025.3,98913.9,100025.3,98636,2.15M,0.93%
06/10/2020,99099.1,99377,100025.3,98636,2.04M,-0.28%
05/10/2020,99377,100025.3,100951.4,99099.1,1.43M,-0.65%
02/10/2020,100025.3,101414.5,101970.2,98821.3,2.86M,-1.19%
01/10/2020,101229.3,100951.4,101321.9,99932.7,1.70M,0.37%
30/09/2020,100858.8,101877.6,103174.2,100488.4,1.43M,-0.27%
29/09/2020,101136.7,101877.6,104285.6,100025.3,5.19M,3.48%
28/09/2020,97735.6,97507.1,97964.1,96973.8,2.60M,0.47%
25/09/2020,97278.5,97354.7,97507.1,97126.2,1.21M,0.31%
24/09/2020,96973.8,97659.4,98192.7,96973.8,1.81M,-1.47%
23/09/2020,98421.2,98954.5,99183,98345,1.25M,-0.31%
22/09/2020,98725.9,99106.8,99183,97888,1.49M,-0.38%
21/09/2020,99106.8,96288.2,99183,96288.2,3.14M,2.93%
18/09/2020,96288.2,94917,96288.2,94612.3,1.47M,1.53%
17/09/2020,94840.9,94460,95831.2,94460,1.65M,0.24%
16/09/2020,94612.3,95221.8,95221.8,94383.8,869.41K,-0.48%
15/09/2020,95069.4,94612.3,95145.6,94460,1.06M,0.48%
14/09/2020,94612.3,94764.7,95221.8,94460,1.43M,0.32%
11/09/2020,94307.6,94612.3,94993.2,94079.1,1.15M,-0.72%
10/09/2020,94993.2,95221.8,95526.5,94764.7,1.02M,0.73%
09/09/2020,94307.6,93317.3,94383.8,92555.5,1.95M,-0.32%
08/09/2020,94612.3,95907.4,97050,94383.8,2.17M,-1.43%
07/09/2020,95983.5,95221.8,97811.8,95145.6,2.61M,0.8%
04/09/2020,95221.8,94231.5,95221.8,93774.4,2.05M,0.24%
03/09/2020,94993.2,94079.1,95069.4,94079.1,2.42M,1.22%
01/09/2020,93850.6,92174.7,93850.6,91565.2,1.74M,1.82%
31/08/2020,92174.7,91641.4,92174.7,91032,1.96M,1.43%
28/08/2020,90879.6,89737,91412.9,89279.9,1.61M,1.79%
27/08/2020,89279.9,89508.5,89813.2,89127.6,959.48K,0.09%
26/08/2020,89203.7,89889.3,90041.7,89051.4,2.31M,-0.17%
25/08/2020,89356.1,89127.6,89813.2,88975.2,2.03M,0.69%
24/08/2020,88746.7,88746.7,89584.6,88365.8,1.83M,0.78%
21/08/2020,88061.1,87984.9,88365.8,87680.2,1.06M,0.35%
20/08/2020,87756.4,87832.5,88213.4,87299.3,1.51M,-0.09%
19/08/2020,87832.5,88365.8,88365.8,87527.8,1.18M,-0.26%
18/08/2020,88061.1,89127.6,89432.3,88061.1,725.48K,-1.2%
17/08/2020,89127.6,89127.6,89813.2,87832.5,1.09M,0.26%
14/08/2020,88899,88822.9,89889.3,88518.1,1.95M,0.26%
13/08/2020,88670.5,88365.8,88822.9,88289.6,1.49M,0.69%
12/08/2020,88061.1,87223.1,88289.6,87223.1,1.74M,0.96%
11/08/2020,87223.1,87527.8,87604,86842.2,1.02M,0%
10/08/2020,87223.1,88365.8,88746.7,87223.1,1.70M,-0.87%
07/08/2020,87984.9,87604,88365.8,87451.7,1.38M,0.61%
06/08/2020,87451.7,85471,88365.8,85394.9,1.63M,2.41%
05/08/2020,85394.9,84937.8,86537.5,83795.1,1.07M,0.72%
04/08/2020,84785.5,84556.9,84785.5,83719,918.20K,1.92%
03/08/2020,83185.7,82271.6,83795.1,82043.1,1.03M,2.06%
31/07/2020,81509.8,81509.8,83185.7,81128.9,1.01M,-1.83%
30/07/2020,83033.4,82271.6,83414.3,81357.5,1.23M,2.83%
29/07/2020,80748.1,82652.5,82957.2,80367.2,1.80M,-3.55%
28/07/2020,83719,79224.5,83719,79224.5,1.67M,6.29%
27/07/2020,78767.4,81586,81966.9,78767.4,3.06M,-6.93%
24/07/2020,84633.1,86994.6,86994.6,83033.4,2.78M,-2.71%
23/07/2020,86994.6,86994.6,87299.3,86461.4,919.80K,0.09%
22/07/2020,86918.4,87908.7,88365.8,86918.4,1.26M,-1.64%
21/07/2020,88365.8,88137.3,88594.3,87299.3,1.94M,0.26%
20/07/2020,88137.3,88365.8,88899,87984.9,569.64K,-0.94%
17/07/2020,88975.2,88899,89432.3,88746.7,700.21K,-0.6%
16/07/2020,89508.5,88899,89508.5,88518.1,1.33M,1.29%
15/07/2020,88365.8,88365.8,89127.6,88365.8,1.22M,0.69%
14/07/2020,87756.4,86994.6,87756.4,86766.1,877.40K,0.35%
13/07/2020,87451.7,87832.5,88213.4,87070.8,1.13M,-0.43%
10/07/2020,87832.5,88365.8,88670.5,87832.5,812.62K,-0.52%
09/07/2020,88289.6,87984.9,88899,87984.9,1.87M,0.35%
08/07/2020,87984.9,88365.8,88365.8,87984.9,661.57K,-0.43%
07/07/2020,88365.8,88746.7,89203.7,88365.8,1.23M,-0.43%
06/07/2020,88746.7,87223.1,88822.9,87070.8,1.58M,2.1%
03/07/2020,86918.4,86080.5,86994.6,85928.1,875.15K,0.97%
02/07/2020,86080.5,87451.7,87527.8,86080.5,864.58K,-1.48%
01/07/2020,87375.5,85851.9,87604,85318.7,540.02K,-5.74%
30/06/2020,92697,92943,93355,92039,957.55K,0.71%
29/06/2020,92039,93766,94013,90558,1.82M,-2.19%
26/06/2020,94095,94663,95069,93689,594.90K,-0.43%
25/06/2020,94501,94582,94582,93608,687.32K,-0.6%
24/06/2020,95069,94501,96125,94501,901.15K,0.95%
23/06/2020,94176,94176,94501,93851,1.28M,0.52%
22/06/2020,93689,93364,94095,93202,1.04M,0.35%
19/06/2020,93364,93527,94582,93364,1.50M,-0.17%
18/06/2020,93527,93851,94663,92634,627.79K,-0.35%
17/06/2020,93851,94988,95150,93689,616.28K,-1.2%
16/06/2020,94988,93040,95394,92552,1.01M,4.46%
15/06/2020,90929,97424,98154,90929,2.47M,-5.08%
12/06/2020,95800,95800,97261,93040,2.87M,-3.52%
11/06/2020,99291,99859,101483,98235,1.32M,-0.57%
10/06/2020,99859,102295,102295,99697,1.49M,-1.6%
09/06/2020,101483,99940,102295,99940,2.05M,1.79%
08/06/2020,99697,96774,100184,96693,1.70M,3.02%
05/06/2020,96774,95637,96774,94744,1.29M,1.19%
04/06/2020,95637,94988,95719,94988,882.50K,1.03%
03/06/2020,94663,94338,95881,93851,1.59M,0.52%
02/06/2020,94176,94257,94988,93933,1.07M,-0.09%
01/06/2020,94257,93445,94988,93445,1.26M,0.96%
29/05/2020,93364,92146,93527,92146,1.44M,0.17%
28/05/2020,93202,93364,94176,93202,1.21M,-0.17%
27/05/2020,93364,95556,95637,93364,1.33M,-2.21%
26/05/2020,95475,95800,95800,93527,1.18M,0%
25/05/2020,95475,92958,95475,92634,1.90M,2.8%
22/05/2020,92877,92877,93202,92146,1.30M,-0.52%
21/05/2020,93364,92552,93364,92146,1.90M,0.88%
20/05/2020,92552,91335,92877,91335,1.44M,1.24%
19/05/2020,91416,92390,92877,91172,1.72M,1.35%
18/05/2020,90198,89954,90766,88493,1.08M,0.27%
15/05/2020,89954,91741,92146,88818,2.78M,-1.95%
14/05/2020,91741,91416,92471,91335,1.68M,-0.62%
13/05/2020,92309,91903,93364,89305,3.01M,-0.18%
12/05/2020,92471,88087,92877,87194,3.53M,4.98%
11/05/2020,88087,85246,88087,85002,2.15M,3.33%
08/05/2020,85246,84840,87356,84434,3.82M,1.55%
07/05/2020,83947,82485,84271,82404,1.90M,1.87%
06/05/2020,82404,81755,82404,80943,1.33M,1%
05/05/2020,81592,80212,81917,79563,1.40M,2.97%
04/05/2020,79238,78751,80374,78751,1.48M,-1.41%
29/04/2020,80374,80780,81105,80374,2.12M,-1.49%
28/04/2020,81592,83460,83622,80943,1.68M,-2.24%
27/04/2020,83460,86463,86463,83460,2.34M,0%
24/04/2020,83460,80618,83460,79157,4.35M,6.97%
23/04/2020,78020,80050,80050,77858,1.73M,-1.44%
22/04/2020,79157,78020,79238,77776,1.30M,0.72%
21/04/2020,78588,81186,81186,77776,2.56M,-3.2%
20/04/2020,81186,81186,82161,81186,1.77M,0.7%
17/04/2020,80618,81186,81267,80374,2.12M,0%
16/04/2020,80618,80618,80780,80293,1.39M,0.1%
15/04/2020,80537,80943,80943,80537,1.06M,0.2%
14/04/2020,80374,80780,80943,80131,1.27M,-0.1%
13/04/2020,80456,80862,81024,79806,1.35M,-0.5%
10/04/2020,80862,81186,81186,79644,1.33M,-0.5%
09/04/2020,81267,81105,81917,80537,1.46M,1.11%
08/04/2020,80374,79563,80374,78345,1.09M,0.51%
07/04/2020,79969,78345,80374,77776,2.73M,2.39%
06/04/2020,78101,78345,78426,77127,2.21M,1.26%
03/04/2020,77127,76721,77533,76315,2.32M,1.06%
01/04/2020,76315,73880,76315,73880,1.39M,3.3%
31/03/2020,73880,75097,75828,73068,1.55M,-0.22%
30/03/2020,74042,73068,75097,72256,1.87M,-3.08%
27/03/2020,76396,75503,77371,74691,3.31M,0.11%
26/03/2020,76315,74935,77127,72093,3.07M,2.17%
25/03/2020,74691,73555,74773,73149,3.59M,6.85%
24/03/2020,69901,67953,71688,67953,2.09M,2.87%
23/03/2020,67953,72337,72337,67953,2.63M,-7%
20/03/2020,73068,72256,74123,72256,2.78M,1.12%
19/03/2020,72256,75503,76315,72256,3.33M,-6.32%
18/03/2020,77127,78101,79400,77127,1.59M,-1.04%
17/03/2020,77939,77939,78264,77127,2.15M,-1.03%
16/03/2020,78751,80456,80537,78345,1.30M,-2.12%
13/03/2020,80456,77289,81673,77289,2.59M,-1.78%
12/03/2020,81917,78913,82404,78751,2.92M,-0.69%
11/03/2020,82485,82810,85246,80537,2.75M,-0.1%
10/03/2020,82566,77939,82648,77939,2.11M,4.84%
09/03/2020,78751,81186,83216,78751,2.83M,-6.91%
06/03/2020,84596,84840,85083,84109,797.90K,-0.29%
05/03/2020,84840,85246,85976,84840,525.62K,-0.29%
04/03/2020,85083,85489,86057,84840,735.36K,-0.47%
03/03/2020,85489,85652,86220,84921,889.66K,0.76%
02/03/2020,84840,84840,85652,84271,1.09M,0%
28/02/2020,84840,85489,86139,83622,1.72M,-2.7%
27/02/2020,87194,85246,87194,84271,1.04M,2.29%
26/02/2020,85246,86626,86626,85246,1.62M,-2.78%
25/02/2020,87681,86301,88087,86057,1.44M,1.5%
24/02/2020,86382,86869,87519,86057,1.15M,-1.94%
21/02/2020,88087,87275,88818,87275,1.78M,1.97%
20/02/2020,86382,86869,87275,86301,749.54K,0%
19/02/2020,86382,85246,86626,85246,953.36K,0.85%
18/02/2020,85652,87519,87519,85489,1.29M,-1.86%
17/02/2020,87275,86707,87356,86707,748.02K,0.84%
14/02/2020,86545,87032,87194,86545,849.70K,-0.28%
13/02/2020,86788,87032,87275,86545,856.27K,-0.28%
12/02/2020,87032,87681,87681,87032,1.01M,0%
11/02/2020,87032,88493,88493,86869,1.06M,-1.65%
10/02/2020,88493,88493,88818,87113,1.09M,-1.09%
07/02/2020,89467,87438,89711,87356,1.83M,2.51%
06/02/2020,87275,86057,88168,85976,2.56M,0.84%
05/02/2020,86545,86382,87438,83865,1.85M,1.52%
04/02/2020,85246,89224,89305,84515,2.24M,-3.05%
03/02/2020,87925,82404,89711,81998,2.75M,-0.18%
31/01/2020,88087,94501,94663,88087,2.30M,-6.95%
30/01/2020,94663,96612,97261,94338,1.84M,-3.87%
22/01/2020,98479,98235,98966,98235,953.33K,0.25%
21/01/2020,98235,96612,98966,96287,1.02M,1.68%
20/01/2020,96612,96612,96774,96125,592.32K,0.34%
17/01/2020,96287,95962,96287,95637,450.04K,0.34%
16/01/2020,95962,95637,96206,95150,654.11K,0.34%
15/01/2020,95637,95637,95719,95150,818.09K,0%
14/01/2020,95637,95313,95881,95069,402.22K,0.34%
13/01/2020,95313,96612,96612,95313,495.46K,-1.26%
10/01/2020,96531,96287,96774,96125,715.54K,0.25%
09/01/2020,96287,96612,97018,96125,748.96K,-0.17%
08/01/2020,96449,96206,96449,95394,1.01M,0.25%
07/01/2020,96206,95394,96449,95394,551.42K,0.94%
06/01/2020,95313,95800,95962,94826,595.09K,-0.76%
03/01/2020,96043,95962,96612,95962,750.47K,0.34%
02/01/2020,95719,94988,95962,94582,423.24K,1.2%
31/12/2019,94582,96612,96612,94501,465.17K,0%
30/12/2019,94582,95637,95800,94582,806.57K,-1.44%
27/12/2019,95962,94988,96206,94176,460.15K,1.03%
26/12/2019,94988,95637,95800,94988,414.18K,0%
25/12/2019,94988,96195,96195,94746,649.43K,-0.51%
24/12/2019,95471,94988,95632,94988,692.40K,0.51%
23/12/2019,94988,96598,96598,94988,943.32K,-1.67%
20/12/2019,96598,96598,96839,96195,2.19M,0.25%
19/12/2019,96356,95471,96598,95471,1.90M,0.93%
18/12/2019,95471,94505,95793,94424,1.68M,1.28%
17/12/2019,94263,95632,95632,94263,995.56K,-1.35%
16/12/2019,95551,95390,95632,94746,901.54K,0.59%
13/12/2019,94988,96034,96517,94988,677.62K,-1.01%
12/12/2019,95954,95793,96195,95712,841.66K,0.51%
11/12/2019,95471,94746,95471,94424,952.73K,0.34%
10/12/2019,95149,95068,95551,94585,1.02M,0.09%
09/12/2019,95068,93619,95149,93619,919.26K,1.55%
06/12/2019,93619,94907,94907,93619,1.12M,-1.27%
05/12/2019,94827,96356,96356,94827,832.98K,-0.84%
04/12/2019,95632,93700,95632,93700,832.44K,2.06%
03/12/2019,93700,94827,94827,93458,1.71M,-1.61%
02/12/2019,95229,97805,97805,95229,1.79M,-2.63%
29/11/2019,97805,98208,98530,97564,659.81K,-0.49%
28/11/2019,98288,98288,98449,96920,1.33M,0%
27/11/2019,98288,99576,99576,98288,440.30K,-0.73%
26/11/2019,99013,98932,99818,98771,1.17M,0.08%
25/11/2019,98932,98369,99254,97081,816.89K,1.15%
22/11/2019,97805,98530,99174,97644,863.62K,-0.41%
21/11/2019,98208,99415,99657,97966,1.67M,-1.61%
20/11/2019,99818,100220,100462,99254,1.38M,-0.32%
19/11/2019,100140,96920,100140,96920,1.29M,2.98%
18/11/2019,97242,99013,99335,96920,2.01M,-1.79%
15/11/2019,99013,101428,101428,96598,2.86M,-2.3%
14/11/2019,101347,101428,101750,101106,834.56K,0.32%
13/11/2019,101025,102635,102635,100945,2.35M,-1.57%
12/11/2019,102635,104084,104084,102474,2.32M,-1.39%
11/11/2019,104084,104004,104809,103843,774.60K,0.08%
08/11/2019,104004,103923,104889,103762,1.43M,0.08%
07/11/2019,103923,104245,104487,103601,1.04M,-0.77%
06/11/2019,104728,103843,105050,103440,1.42M,0.7%
05/11/2019,104004,105694,105694,104004,2.25M,-1.6%
04/11/2019,105694,107063,107063,105131,1.69M,-0.83%
01/11/2019,106580,104809,107063,104809,1.16M,1.85%
31/10/2019,104648,106258,106258,103682,3.06M,-1.52%
30/10/2019,106258,108190,108512,105453,1.56M,-1.57%
29/10/2019,107948,107626,108592,107546,624.34K,0.22%
28/10/2019,107707,108270,108995,107546,670.03K,-0.52%
25/10/2019,108270,106741,108270,106660,979.87K,1.43%
24/10/2019,106741,106419,107385,106419,625.07K,0.23%
23/10/2019,106499,106660,106821,105614,1.02M,-0.15%
22/10/2019,106660,107868,108190,106499,1.68M,-0.82%
21/10/2019,107546,106660,109075,106177,2.41M,0.83%
18/10/2019,106660,105855,107063,105855,1.34M,1.14%
17/10/2019,105453,104970,106580,104809,1.69M,0.46%
16/10/2019,104970,103279,105372,103279,1.59M,1.64%
15/10/2019,103279,103440,104245,102796,1.40M,-0.23%
14/10/2019,103521,103843,103843,102957,703.25K,0.47%
11/10/2019,103038,102233,103038,102152,757.57K,0.79%
10/10/2019,102233,101991,103440,101991,530.58K,0%
09/10/2019,102233,103682,103682,102072,795.78K,-1.55%
08/10/2019,103843,103521,104084,103521,644.93K,-0.08%
07/10/2019,103923,103360,104648,103199,1.00M,0.39%
04/10/2019,103521,103923,105372,103440,769.85K,-0.31%
03/10/2019,103843,101428,103843,101025,990.37K,1.57%
02/10/2019,102233,102635,102877,101589,2.48M,-0.78%
01/10/2019,103038,104245,104406,102796,1.45M,-1.31%
30/09/2019,104406,104728,105211,104165,1.06M,-0.31%
27/09/2019,104728,104648,105533,104165,1.42M,0.08%
26/09/2019,104648,102313,104728,101830,1.94M,2.85%
25/09/2019,101750,101669,102152,101025,741.16K,-0.39%
24/09/2019,102152,100220,102716,100059,1.61M,1.93%
23/09/2019,100220,99013,100703,98771,1.87M,1.97%
20/09/2019,98288,99576,99576,98288,1.95M,-1.21%
19/09/2019,99496,99415,99737,98610,870.84K,-0.08%
18/09/2019,99576,98208,99737,97966,1.17M,0.98%
17/09/2019,98610,97805,99013,97161,579.08K,0.82%
16/09/2019,97805,97805,97805,96678,725.65K,1.17%
13/09/2019,96678,96758,96995,96203,604.24K,0.08%
12/09/2019,96599,96995,97629,96124,721.04K,-0.08%
11/09/2019,96678,98024,98183,96678,481.69K,-1.29%
10/09/2019,97945,98420,98420,97629,777.47K,-0.64%
09/09/2019,98579,97391,98579,96995,598.62K,1.38%
06/09/2019,97233,96599,97470,96599,379.18K,0.66%
05/09/2019,96599,98341,98341,96599,704.62K,-1.45%
04/09/2019,98024,98183,98183,97074,486.96K,-0.16%
03/09/2019,98183,97391,98420,97391,893.81K,0.81%
30/08/2019,97391,97391,98341,97153,956.51K,0%
29/08/2019,97391,95016,97391,94857,673.84K,3.01%
28/08/2019,94541,95016,95095,94382,626.04K,0.34%
27/08/2019,94224,96203,96441,94224,1.13M,-1.25%
26/08/2019,95412,96599,96758,95174,1.01M,-2.03%
23/08/2019,97391,98262,98341,97391,746.20K,-0.81%
22/08/2019,98183,98104,98420,98024,630.73K,0.08%
21/08/2019,98104,98183,98420,97787,697.03K,-0.4%
20/08/2019,98500,98895,98895,98262,944.42K,-0.4%
19/08/2019,98895,98579,99133,98500,909.85K,0.64%
16/08/2019,98262,95807,99529,95412,1.29M,1.72%
15/08/2019,96599,92878,96599,92878,807.74K,2.78%
14/08/2019,93986,94382,94936,93986,812.83K,0.59%
13/08/2019,93432,95016,95174,93432,1.41M,-2.16%
12/08/2019,95491,95807,95807,95332,530.80K,-0.33%
09/08/2019,95807,95728,96362,95649,871.38K,0.08%
08/08/2019,95728,95807,96283,95174,684.77K,-0.08%
07/08/2019,95807,95174,96441,95174,878.14K,0.67%
06/08/2019,95174,95807,95807,94382,1.13M,-1.48%
05/08/2019,96599,97787,98500,96599,1.06M,-1.61%
02/08/2019,98183,97787,98341,97629,565.81K,-0.16%
01/08/2019,98341,97787,98579,97549,603.35K,0.81%
31/07/2019,97549,97787,98183,97312,979.38K,-0.24%
30/07/2019,97787,98975,99450,97787,1.11M,0%
29/07/2019,97787,98262,98500,97391,1.32M,-0.8%
26/07/2019,98579,99212,99687,98579,631.33K,-0.48%
25/07/2019,99054,98975,99371,98975,823.24K,-0.4%
24/07/2019,99450,99766,100479,99133,712.56K,0.16%
23/07/2019,99291,99371,99450,98816,917.46K,-0.08%
22/07/2019,99371,100162,100162,99371,866.38K,-1.1%
19/07/2019,100479,98658,100637,98658,1.66M,1.85%
18/07/2019,98658,98975,99291,98579,849.26K,-0.64%
17/07/2019,99291,98183,99687,98104,1.16M,1.13%
16/07/2019,98183,98024,98341,97787,615.05K,0.65%
15/07/2019,97549,98104,98183,97549,843.98K,-0.65%
12/07/2019,98183,99133,99212,98183,444.88K,-0.96%
11/07/2019,99133,99371,99371,98975,332.64K,0.16%
10/07/2019,98975,98975,99371,98816,505.13K,0%
09/07/2019,98975,98341,98975,97866,1.14M,0.64%
08/07/2019,98341,99529,99529,98183,1.16M,-1.59%
05/07/2019,99925,99925,100241,99529,624.35K,0%
04/07/2019,99925,99925,100241,99846,736.64K,0.16%
03/07/2019,99766,99133,100004,98816,789.44K,0.72%
02/07/2019,99054,98975,99846,98658,860.17K,0.08%
01/07/2019,98975,97391,99054,97391,1.19M,1.63%
28/06/2019,97391,97391,97549,96203,1.10M,-0.08%
27/06/2019,97470,97787,98024,97312,962.59K,-0.32%
26/06/2019,97787,97470,98104,97391,597.28K,0.08%
25/06/2019,97708,97470,98341,97470,845.87K,0.24%
24/06/2019,97470,99687,99687,97470,738.11K,-1.91%
21/06/2019,99371,97629,99371,97629,3.14M,1.78%
20/06/2019,97629,97787,97787,97470,1.21M,-0.08%
19/06/2019,97708,97391,97945,97391,1.12M,0.33%
18/06/2019,97391,97391,97945,97391,1.25M,-0.57%
17/06/2019,97945,97945,98024,97233,759.28K,0%
14/06/2019,97945,97391,98341,97312,799.06K,0.41%
13/06/2019,97549,99133,99133,97233,1.35M,-1.6%
12/06/2019,99133,99133,99608,99054,839.86K,-0.24%
11/06/2019,99371,100558,100558,99291,678.48K,-1.1%
10/06/2019,100479,100558,101192,99687,673.51K,0.24%
07/06/2019,100241,100004,100875,100004,434.44K,0.08%
06/06/2019,100162,100954,101192,99687,658.38K,-0.78%
05/06/2019,100954,101825,102300,100558,430.54K,0.31%
04/06/2019,100637,100559,100950,100168,567.18K,0.47%
03/06/2019,100168,101342,101811,99464,861.59K,-1.16%
31/05/2019,101342,102829,103142,101342,853.67K,-1.52%
30/05/2019,102907,103924,104081,102907,651.25K,-1.05%
29/05/2019,104002,103611,104628,103142,326.08K,0.68%
28/05/2019,103298,104863,105255,103063,730.55K,-1.49%
27/05/2019,104863,102516,104863,101655,384.07K,2.68%
24/05/2019,102124,102516,104472,102046,918.18K,-1.21%
23/05/2019,103376,102672,104081,102672,515.15K,0%
22/05/2019,103376,104863,105646,103220,743.24K,-1.05%
21/05/2019,104472,107211,107211,104472,914.77K,-2.91%
20/05/2019,107602,105646,107680,105411,541.08K,1.4%
17/05/2019,106115,106820,106820,106037,522.46K,-0.59%
16/05/2019,106741,105881,106741,105646,842.56K,0.59%
15/05/2019,106115,106037,106741,105176,427.02K,0.07%
14/05/2019,106037,103455,106741,103455,1.32M,1.19%
13/05/2019,104785,101576,104785,101576,1.17M,2.92%
10/05/2019,101811,100559,101811,100559,440.03K,1.48%
09/05/2019,100324,100559,101029,100168,345.22K,0.16%
08/05/2019,100168,100246,101029,100168,754.60K,-1.16%
07/05/2019,101342,101655,101733,101107,868.16K,0.31%
06/05/2019,101029,101968,101968,100168,442.69K,-1.45%
03/05/2019,102516,102516,102516,101655,583.67K,0.77%
02/05/2019,101733,101733,102594,101498,884.39K,0.15%
26/04/2019,101576,101576,101968,101185,678.29K,0.23%
25/04/2019,101342,101420,101498,100403,497.20K,0%
24/04/2019,101342,100011,101342,99698,578.99K,1.97%
23/04/2019,99385,100246,101342,99151,1.17M,-2.01%
22/04/2019,101420,102516,103298,101107,1.70M,-2.56%
19/04/2019,104081,106037,106115,103689,719.15K,-1.63%
18/04/2019,105802,105646,106037,105568,721.49K,0.15%
17/04/2019,105646,106741,107133,105568,1.04M,-0.73%
16/04/2019,106428,105646,106741,105646,616.97K,0.22%
12/04/2019,106194,106115,106507,105568,821.42K,0.07%
11/04/2019,106115,105881,106585,105881,460.62K,0.22%
10/04/2019,105881,105646,106820,105646,1.05M,-0.07%
09/04/2019,105959,107915,107915,105646,1.38M,-1.31%
08/04/2019,107367,107524,107759,106820,655.43K,0.66%
05/04/2019,106663,107993,107993,106663,1.22M,-1.23%
04/04/2019,107993,108307,109402,107993,563.68K,-0.36%
03/04/2019,108385,108776,108776,107680,820.76K,-0.36%
02/04/2019,108776,109480,109480,107446,1.48M,0.29%
01/04/2019,108463,106037,108463,105646,956.06K,2.82%
29/03/2019,105489,105802,106820,105489,1.63M,-0.3%
28/03/2019,105802,106741,106820,105802,980.12K,-0.95%
27/03/2019,106820,106898,107367,106663,818.40K,0%
26/03/2019,106820,106820,107524,106428,821.36K,0%
25/03/2019,106820,105411,106820,105333,699.10K,0%
22/03/2019,106820,106428,107211,106037,631.88K,0.37%
21/03/2019,106428,108776,109480,106428,1.06M,-1.81%
20/03/2019,108385,106820,108385,105802,1.52M,1.17%
19/03/2019,107133,107993,107993,106898,1.12M,-0.8%
18/03/2019,107993,107993,108463,107602,1.09M,0.73%
15/03/2019,107211,107367,107993,106820,1.50M,-0.15%
14/03/2019,107367,108776,108776,106976,1.11M,-0.8%
13/03/2019,108228,109167,109637,108150,739.21K,-0.5%
12/03/2019,108776,107993,109167,107993,672.43K,1.02%
11/03/2019,107680,106820,108698,106820,507.72K,0.44%
08/03/2019,107211,108776,109167,106115,1.18M,-1.93%
07/03/2019,109324,110576,111124,109167,849.60K,-0.92%
06/03/2019,110341,111124,111750,108385,853.50K,-0.7%
05/03/2019,111124,111515,111750,110811,639.01K,-0.63%
04/03/2019,111828,110732,112611,110732,1.05M,1.06%
01/03/2019,110654,112611,112611,110654,1.04M,0.21%
28/02/2019,110419,116210,116210,110419,1.17M,-4.47%
27/02/2019,115584,114489,117384,114489,581.53K,1.1%
26/02/2019,114332,117384,118949,113471,968.17K,-3.63%
25/02/2019,118636,116602,119419,116367,1.45M,1.81%
22/02/2019,116523,116602,116993,116054,977.18K,0.27%
21/02/2019,116210,112298,116680,111906,2.23M,3.85%
20/02/2019,111906,111906,112298,111750,1.18M,0.28%
19/02/2019,111593,111906,112141,111437,2.37M,0.42%
18/02/2019,111124,109872,111515,109793,1.30M,1.28%
15/02/2019,109715,109559,109793,109167,1.09M,0.57%
14/02/2019,109089,108228,109793,107993,1.61M,0.8%
13/02/2019,108228,107993,108307,106585,917.38K,0.22%
12/02/2019,107993,107993,108150,107211,1.15M,0.73%
11/02/2019,107211,106194,107915,105568,1.63M,1.48%
01/02/2019,105646,106272,106272,104081,877.72K,0%
31/01/2019,105646,106820,106820,104472,974.75K,-0.37%
30/01/2019,106037,106898,106898,106037,335.14K,-0.73%
29/01/2019,106820,107211,107211,106037,445.21K,0%
28/01/2019,106820,106820,106898,106350,585.18K,0.44%
25/01/2019,106350,106428,106663,106115,976.57K,0.3%
24/01/2019,106037,105646,106037,105098,1.29M,0.74%
23/01/2019,105255,105568,105646,104707,1.23M,0.37%
22/01/2019,104863,105020,105646,104081,478.85K,0.15%
21/01/2019,104707,104941,104941,103533,335.26K,-0.15%
18/01/2019,104863,104081,105568,104081,654.72K,1.36%
17/01/2019,103455,104081,104394,102985,617.84K,-0.6%
16/01/2019,104081,104863,105411,103298,674.66K,-1.41%
15/01/2019,105568,105646,105802,104863,718.21K,-0.07%
14/01/2019,105646,104081,105646,104002,733.70K,0.75%
11/01/2019,104863,103063,104863,103063,1.14M,1.75%
10/01/2019,103063,103220,103298,102437,362.04K,-0.15%
09/01/2019,103220,101733,103689,100950,763.26K,1.46%
08/01/2019,101733,102829,102829,100716,538.02K,-0.76%
07/01/2019,102516,99933,102516,98211,1.08M,4.8%
04/01/2019,97820,95864,97820,94690,598.16K,1.71%
03/01/2019,96177,97038,97038,95159,539.68K,-0.89%
02/01/2019,97038,95081,97038,94690,484.28K,3.33%
28/12/2018,93907,97038,97977,93907,1.22M,-2.6%
27/12/2018,96412,97038,98524,96412,927.13K,0.16%
26/12/2018,96255,96721,96721,95091,804.62K,-0.48%
25/12/2018,96721,96410,96798,95479,419.53K,-0.8%
