Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
02/02/2017,105058,102294,105374,101899,2.04M,3.1%
25/01/2017,101899,101109,102057,101109,1.78M,0.78%
24/01/2017,101109,101899,102057,101109,1.12M,0%
23/01/2017,101109,100319,101978,100319,2.19M,0.79%
20/01/2017,100319,99529,101346,99529,1.91M,0.79%
19/01/2017,99529,99766,99766,99450,1.04M,0%
18/01/2017,99529,99529,99687,98897,1.02M,-0.08%
17/01/2017,99608,100082,100082,99608,698.86K,-0.32%
16/01/2017,99924,100319,100398,99845,723.16K,-0.32%
13/01/2017,100240,100319,100556,99924,735.12K,-0.08%
12/01/2017,100319,100319,100635,100003,569.74K,0%
11/01/2017,100319,99766,100477,99687,1.01M,0.71%
10/01/2017,99608,99529,99924,99529,1.10M,0.08%
09/01/2017,99529,100082,100161,99529,1.09M,0%
06/01/2017,99529,100082,100793,99529,1.65M,-0.55%
05/01/2017,100082,100398,100398,99687,986.83K,-0.16%
04/01/2017,100240,100714,100793,100161,791.24K,0.16%
03/01/2017,100082,99213,100319,99213,782.84K,0.88%
30/12/2016,99213,101583,101583,99055,1.28M,-2.33%
29/12/2016,101583,102689,102689,101346,2.40M,2.06%
28/12/2016,99529,99529,100161,98739,1.27M,0.8%
27/12/2016,98739,96685,98897,96448,2.07M,2.04%
26/12/2016,96764,97949,98344,96448,750.79K,-1.21%
23/12/2016,97949,97159,97949,96053,1.74M,0.73%
22/12/2016,97238,99608,100319,97238,1.72M,-2.38%
21/12/2016,99608,97949,100082,95974,2.84M,1.2%
20/12/2016,98423,101504,101662,98186,3.63M,-3.26%
19/12/2016,101741,103084,103400,101504,742.32K,-0.85%
16/12/2016,102610,101109,102610,101109,2.01M,1.8%
15/12/2016,100793,103005,103084,100240,3.29M,-2.45%
14/12/2016,103320,103478,104426,102689,1.43M,-0.15%
13/12/2016,103478,105611,106638,103478,1.74M,-2.02%
12/12/2016,105611,104663,106085,104663,2.02M,-1.55%
09/12/2016,107270,107033,108060,106638,1.81M,0.44%
08/12/2016,106796,106796,107586,106322,3.34M,2.04%
07/12/2016,104663,105295,105374,104110,2.49M,-1.12%
06/12/2016,105848,106638,106638,105690,1.11M,-0.74%
05/12/2016,106638,106954,107191,106243,1.27M,0%
02/12/2016,106638,106638,107823,106006,2.04M,-0.15%
01/12/2016,106796,109008,109166,106796,1.75M,-2.03%
30/11/2016,109008,106638,112168,105848,6.49M,2.76%
29/11/2016,106085,103478,106322,103084,3.43M,3.95%
28/11/2016,102057,105848,105848,101504,3.75M,-3.94%
25/11/2016,106243,107981,108060,105611,3.30M,-1.61%
24/11/2016,107981,109719,109719,107823,2.50M,-1.65%
23/11/2016,109798,111141,111220,109640,1.08M,-1.21%
22/11/2016,111141,109482,111299,109482,1.49M,1.59%
21/11/2016,109403,109008,109719,108929,1.17M,0.95%
18/11/2016,108376,109087,109403,108376,1.52M,-1.3%
17/11/2016,109798,109798,110035,109561,1.05M,0%
16/11/2016,109798,108455,109956,108455,2.03M,1.24%
15/11/2016,108455,109087,109877,108376,2.32M,-0.65%
14/11/2016,109166,110588,110825,109087,1.96M,-1.64%
11/11/2016,110983,111378,111536,110983,947.51K,-0.35%
10/11/2016,111378,110904,111615,110904,1.17M,0.71%
09/11/2016,110588,110746,110825,107902,3.28M,-0.28%
08/11/2016,110904,110983,111299,110825,585.48K,0.14%
07/11/2016,110746,111378,111457,110667,1.51M,-0.5%
04/11/2016,111299,111694,112088,110983,1.26M,-0.35%
03/11/2016,111694,111378,111694,111141,1.73M,0.21%
02/11/2016,111457,112088,112642,111457,964.68K,-0.56%
01/11/2016,112088,112957,112957,111694,672.91K,-0.07%
31/10/2016,112168,112957,113431,112168,425.34K,-0.91%
28/10/2016,113194,112562,113826,112168,1.00M,0.56%
27/10/2016,112562,111694,112562,111457,454.36K,0.99%
26/10/2016,111457,111378,111773,111299,486.64K,0.07%
25/10/2016,111378,111378,112010,110983,1.50M,0%
24/10/2016,111378,113905,113905,111378,1.97M,-2.22%
21/10/2016,113905,114537,115248,113826,702.79K,-0.48%
20/10/2016,114458,115327,115722,114142,1.03M,-0.75%
19/10/2016,115327,113747,115722,113036,2.35M,1.39%
18/10/2016,113747,112326,113747,112088,1.05M,1.27%
17/10/2016,112326,113194,113905,112246,854.24K,-1.25%
14/10/2016,113747,112168,114379,112168,2.51M,1.41%
13/10/2016,112168,111457,112562,111457,925.30K,0.35%
12/10/2016,111773,110983,111773,110588,1.49M,0.71%
11/10/2016,110983,110588,111378,108376,2.41M,0.29%
10/10/2016,110667,111852,111852,110667,891.22K,-1.06%
07/10/2016,111852,112168,112642,111062,1.41M,-0.28%
06/10/2016,112168,110904,112484,110904,1.83M,1.14%
05/10/2016,110904,111378,111694,110904,985.64K,-0.07%
04/10/2016,110983,110983,112010,110667,1.65M,0%
03/10/2016,110983,111299,111299,110746,1.28M,0.36%
30/09/2016,110588,110588,111299,110588,1.19M,0%
29/09/2016,110588,110588,111299,110351,2.49M,0%
28/09/2016,110588,110983,111141,110035,1.77M,0%
27/09/2016,110588,111378,111694,110588,1.29M,-0.71%
26/09/2016,111378,110588,111457,110272,1.82M,0.71%
23/09/2016,110588,108139,110904,107823,2.06M,2.04%
22/09/2016,108376,109008,110193,108376,1.14M,-0.44%
21/09/2016,108850,109008,109719,108218,1.75M,1.32%
20/09/2016,107428,106638,107428,105058,3.21M,0%
19/09/2016,107428,110588,110588,107270,3.63M,-1.45%
16/09/2016,109008,112957,112957,109008,7.95M,-3.5%
15/09/2016,112957,113826,114221,112562,1.73M,-0.69%
14/09/2016,113747,113747,114142,112326,1.05M,-0.62%
13/09/2016,114458,111536,115169,109877,2.91M,2.62%
12/09/2016,111536,113747,115169,111299,2.62M,-1.26%
09/09/2016,112957,116907,116907,112957,2.09M,-2.72%
08/09/2016,116117,114537,116907,113747,2.75M,0.69%
07/09/2016,115327,117697,117697,112957,5.00M,-2.67%
06/09/2016,118487,121646,121646,118487,2.08M,-2.6%
05/09/2016,121646,121646,123226,119277,3.22M,0%
01/09/2016,121646,123226,123226,120067,3.16M,-1.28%
31/08/2016,123226,120857,123226,120857,2.53M,2.63%
30/08/2016,120067,120067,120857,118487,2.10M,0.66%
29/08/2016,119277,115327,122436,115327,3.95M,3.43%
26/08/2016,115327,113747,115327,113747,1.15M,0.69%
25/08/2016,114537,114537,115327,112957,730.88K,0%
24/08/2016,114537,113747,115327,112957,1.41M,1.4%
23/08/2016,112957,110588,112957,109798,1.29M,2.14%
22/08/2016,110588,112957,113747,110588,1.53M,-2.1%
19/08/2016,112957,114537,116117,112168,4.23M,0.94%
18/08/2016,111904,110618,111904,109975,3.05M,1.75%
17/08/2016,109975,109332,110618,108688,1.92M,1.18%
16/08/2016,108688,108688,109975,108688,1.56M,0%
15/08/2016,108688,108045,109332,107402,1.65M,0.6%
12/08/2016,108045,110618,112547,108045,4.57M,-0.59%
11/08/2016,108688,106116,108688,105473,2.42M,3.05%
10/08/2016,105473,104830,106116,104187,1.93M,1.23%
09/08/2016,104187,102257,104830,102257,2.75M,-20.87%
08/08/2016,131667,131667,132500,130833,788.62K,0%
05/08/2016,131667,130000,131667,129167,1.01M,1.28%
04/08/2016,130000,129167,131667,128333,1.37M,1.3%
03/08/2016,128333,127500,129167,126667,792.95K,1.32%
02/08/2016,126667,128333,129167,126667,2.02M,-1.94%
01/08/2016,129167,132500,132500,128333,2.05M,-1.9%
29/07/2016,131667,133333,134167,131667,1.21M,-1.25%
28/07/2016,133333,131667,134167,131667,1.58M,1.27%
27/07/2016,131667,131667,132500,130833,713.70K,0.64%
26/07/2016,130833,128333,131667,127500,1.23M,1.95%
25/07/2016,128333,130833,130833,128333,661.96K,-1.28%
22/07/2016,130000,131667,132500,126667,2.52M,-0.64%
21/07/2016,130833,133333,135000,130000,2.11M,-0.63%
20/07/2016,131667,128333,132500,126667,1.86M,3.27%
19/07/2016,127500,125000,129167,125000,2.21M,2%
18/07/2016,125000,123333,125833,122500,1.30M,2.04%
15/07/2016,122500,121667,123333,120833,589.72K,0.68%
14/07/2016,121667,121667,123333,120833,1.50M,-0.68%
13/07/2016,122500,122500,123333,121667,533.68K,0%
12/07/2016,122500,121667,122500,120000,773.15K,0.68%
11/07/2016,121667,122500,124167,120833,665.94K,-0.68%
08/07/2016,122500,122500,124167,121667,785.40K,0%
07/07/2016,122500,120000,122500,119167,1.63M,2.8%
06/07/2016,119167,120000,120000,118333,481.81K,-0.69%
05/07/2016,120000,120833,121667,119167,863.04K,-0.69%
04/07/2016,120833,120833,120833,119167,1.05M,1.4%
01/07/2016,119167,120000,120000,118333,1.41M,1.42%
30/06/2016,117500,116667,118333,116667,824.62K,1.44%
29/06/2016,115833,117500,117500,115833,997.01K,-0.71%
28/06/2016,116667,114167,120000,113333,2.41M,2.19%
27/06/2016,114167,113333,114167,111667,817.68K,0%
24/06/2016,114167,116667,116667,110000,2.12M,-2.14%
23/06/2016,116667,115000,117500,115000,1.37M,0.72%
22/06/2016,115833,115833,116667,115000,331.82K,0%
21/06/2016,115833,115000,116667,115000,731.40K,1.46%
20/06/2016,114167,114167,115000,113333,332.30K,0%
17/06/2016,114167,114167,115000,113333,250.12K,0%
16/06/2016,114167,115000,115833,114167,238.72K,0%
15/06/2016,114167,113333,115000,112500,320.47K,0%
14/06/2016,114167,113333,114167,112500,210.71K,0%
13/06/2016,114167,113333,114167,112500,336.60K,0%
10/06/2016,114167,115000,115000,113333,400.51K,-0.72%
09/06/2016,115000,115000,115000,114167,239.32K,0%
08/06/2016,115000,115000,115833,114167,351.07K,0.73%
07/06/2016,114167,113333,114167,112500,527.60K,0.74%
06/06/2016,113333,115833,115833,113333,793.34K,-2.16%
03/06/2016,115833,116667,116667,115000,609.71K,-1.42%
02/06/2016,117500,117500,118333,117500,438.71K,0%
01/06/2016,117500,117500,118333,116667,746.70K,-0.7%
31/05/2016,118333,119167,119167,118333,242.69K,0%
30/05/2016,118333,119167,119167,117500,339.14K,-0.7%
27/05/2016,119167,117500,119167,117500,399.05K,1.42%
26/05/2016,117500,120000,120000,117500,1.16M,-2.08%
25/05/2016,120000,120833,121667,120000,541.08K,-0.69%
24/05/2016,120833,121667,121667,120833,571.84K,-0.69%
23/05/2016,121667,122500,122500,120833,858.35K,0%
20/05/2016,121667,121667,122500,120833,477.50K,0.69%
19/05/2016,120833,120833,121667,120000,452.68K,0%
18/05/2016,120833,122500,122500,120833,765.43K,-1.36%
17/05/2016,122500,123333,123333,121667,1.29M,0.68%
16/05/2016,121667,120000,122500,120000,788.35K,1.39%
13/05/2016,120000,120833,121667,120000,395.95K,-0.69%
12/05/2016,120833,121667,122500,120000,482.96K,-0.69%
11/05/2016,121667,119167,121667,119167,533.75K,2.1%
10/05/2016,119167,119167,120000,118333,428.64K,-0.69%
09/05/2016,120000,121667,122500,119167,2.29M,1.41%
06/05/2016,118333,119167,119167,118333,718.98K,0%
05/05/2016,118333,118333,120000,118333,739.16K,0%
04/05/2016,118333,116667,119167,115833,999.76K,2.16%
29/04/2016,115833,115000,115833,115000,558.61K,0.72%
28/04/2016,115000,115833,115833,115000,580.76K,0%
27/04/2016,115000,117500,117500,115000,668.92K,-1.43%
26/04/2016,116667,115833,116667,115833,725.23K,0.72%
25/04/2016,115833,118333,119167,115833,1.06M,-0.71%
22/04/2016,116667,114167,117500,114167,1.13M,2.19%
21/04/2016,114167,114167,115000,112500,898.54K,0.74%
20/04/2016,113333,115833,116667,112500,2.04M,-2.16%
19/04/2016,115833,119167,120000,115833,1.34M,-2.8%
15/04/2016,119167,119167,120833,119167,749.53K,0.7%
14/04/2016,118333,118333,120000,117500,805.28K,0%
13/04/2016,118333,119167,120833,118333,817.80K,-0.7%
12/04/2016,119167,119167,120000,118333,823.78K,0%
11/04/2016,119167,120000,120833,119167,978.96K,0%
08/04/2016,119167,117500,120000,116667,1.26M,1.42%
07/04/2016,117500,114167,118333,113333,2.54M,2.92%
06/04/2016,114167,114167,114167,112500,390.00K,0%
05/04/2016,114167,113333,114167,112500,709.12K,2.24%
04/04/2016,111667,111667,112500,110833,312.79K,0%
01/04/2016,111667,111667,113333,110833,944.15K,0%
31/03/2016,111667,113333,114167,111667,599.65K,-1.47%
30/03/2016,113333,111667,114167,110833,774.11K,1.49%
29/03/2016,111667,112500,113333,111667,437.46K,-0.74%
28/03/2016,112500,111667,112500,110833,212.47K,0.75%
25/03/2016,111667,111667,112500,110000,716.60K,-0.74%
24/03/2016,112500,111667,113333,110833,681.64K,0.75%
23/03/2016,111667,110833,112500,110833,467.98K,0.75%
22/03/2016,110833,112500,112500,110000,1.24M,-1.48%
21/03/2016,112500,114167,115833,112500,647.89K,-2.17%
18/03/2016,115000,114167,115000,114167,402.35K,0%
17/03/2016,115000,114167,116667,114167,887.96K,0.73%
16/03/2016,114167,113333,115000,112500,451.28K,0.74%
15/03/2016,113333,112500,115000,111667,1.04M,0.74%
14/03/2016,112500,113333,114167,111667,528.98K,-0.74%
11/03/2016,113333,108333,113333,108333,2.65M,3.82%
10/03/2016,109167,109167,109167,107500,593.87K,0%
09/03/2016,109167,109167,110000,108333,197.81K,0%
08/03/2016,109167,109167,110000,108333,474.24K,0%
07/03/2016,109167,109167,110833,109167,718.58K,-0.76%
04/03/2016,110000,109167,110000,108333,371.84K,0.76%
03/03/2016,109167,110000,110833,109167,517.12K,-0.76%
02/03/2016,110000,109167,110000,107500,980.90K,1.54%
01/03/2016,108333,106667,109167,106667,808.21K,1.56%
29/02/2016,106667,108333,108333,106667,571.43K,-1.54%
26/02/2016,108333,108333,108333,106667,645.62K,0.77%
25/02/2016,107500,109167,110000,107500,936.59K,-1.53%
24/02/2016,109167,108333,109167,107500,587.58K,0.77%
23/02/2016,108333,109167,110000,107500,1.05M,0%
22/02/2016,108333,107500,109167,106667,915.70K,0.77%
19/02/2016,107500,108333,108333,106667,447.67K,0%
18/02/2016,107500,109167,109167,106667,999.60K,-0.77%
17/02/2016,108333,109167,110833,107500,2.40M,1.56%
16/02/2016,106667,106667,107500,105833,746.62K,1.59%
15/02/2016,105000,101667,105000,101667,568.22K,1.61%
05/02/2016,103333,101667,103333,101667,245.29K,1.64%
04/02/2016,101667,102500,103333,101667,308.78K,0.83%
03/02/2016,100833,98333,100833,98333,323.84K,1.68%
02/02/2016,99167,99167,100833,98333,301.82K,0%
01/02/2016,99167,97500,100000,96667,1.04M,2.59%
29/01/2016,96667,96667,97500,95833,213.92K,0%
28/01/2016,96667,96667,98333,96667,299.66K,-0.85%
27/01/2016,97500,96667,97500,95833,332.04K,1.74%
26/01/2016,95833,96667,97500,95000,347.98K,-2.54%
25/01/2016,98333,96667,98333,95833,390.05K,3.51%
22/01/2016,95000,96667,97500,93333,859.84K,-1.72%
21/01/2016,96667,96667,98333,95833,399.96K,-0.85%
20/01/2016,97500,98333,99167,97500,376.00K,-1.68%
19/01/2016,99167,96667,99167,96667,450.46K,1.71%
18/01/2016,97500,99167,99167,95000,1.49M,-2.5%
15/01/2016,100000,101667,102500,100000,594.67K,-0.83%
14/01/2016,100833,100833,101667,100000,406.64K,0%
13/01/2016,100833,102500,102500,100833,279.16K,-1.63%
12/01/2016,102500,100833,102500,100833,345.68K,1.65%
11/01/2016,100833,100833,102500,100833,488.78K,-0.82%
08/01/2016,101667,102500,102500,100833,739.14K,-1.61%
07/01/2016,103333,104167,104167,101667,877.21K,-1.59%
06/01/2016,105000,104167,105000,103333,300.91K,0.8%
05/01/2016,104167,105000,105833,104167,342.82K,-0.79%
04/01/2016,105000,106667,106667,104167,563.18K,-1.56%
31/12/2015,106667,105000,108333,105000,826.20K,0.79%
30/12/2015,105833,105833,106667,105000,370.85K,0%
29/12/2015,105833,105833,105833,104167,479.51K,0%
28/12/2015,105833,104167,106667,103333,986.08K,2.42%
25/12/2015,103333,103333,104167,102500,378.76K,-0.8%
24/12/2015,104167,103333,104167,102500,379.33K,0.81%
23/12/2015,103333,104167,104167,102500,352.26K,-0.8%
22/12/2015,104167,105000,105833,104167,521.89K,0%
21/12/2015,104167,106667,106667,104167,615.89K,-2.34%
18/12/2015,106667,106667,107500,105833,379.13K,0%
17/12/2015,106667,106667,107500,105833,381.13K,0%
16/12/2015,106667,105833,107500,105000,794.87K,1.59%
15/12/2015,105000,103333,105833,103333,853.04K,1.61%
14/12/2015,103333,102500,104167,101667,284.52K,0.81%
